(549.000000, 483.000000)
(892.000000, 205.000000)
(915.000000, 200.000000)
(1166.000000, 107.000000)
(1043.000000, 363.000000)
(937.000000, 184.000000)
(1007.000000, 349.000000)
(1009.000000, 455.000000)
(979.000000, 353.000000)
(996.000000, 479.000000)
(967.000000, 377.000000)
(736.000000, 572.000000)
(874.000000, 392.000000)
(679.000000, 448.000000)
(514.000000, 473.000000)
(847.000000, 240.000000)
(715.000000, 300.000000)
(701.000000, 282.000000)
(483.000000, 0.000000)
(747.000000, 582.000000)
(734.000000, 579.000000)
(700.000000, 318.000000)
(711.000000, 419.000000)
(483.000000, 0.000000)
(626.000000, 375.000000)
(700.000000, 243.000000)
(752.000000, 228.000000)
(794.000000, 283.000000)
(1120.000000, 568.000000)
(561.000000, 635.000000)
(1119.000000, 568.000000)
(606.000000, 371.000000)
(919.000000, 529.000000)
(767.000000, 346.000000)
(985.000000, 332.000000)
(671.000000, 579.000000)
(548.000000, 492.000000)
(1551.000000, 425.000000)
(1518.000000, 353.000000)
(1575.000000, 394.000000)
(1548.000000, 391.000000)
(1534.000000, 414.000000)
(1531.000000, 357.000000)
(1138.000000, 440.000000)
(1176.000000, 568.000000)
(681.000000, 449.000000)
(1064.000000, 422.000000)
(1117.000000, 586.000000)
(559.000000, 484.000000)
(1340.000000, 431.000000)
(1016.000000, 549.000000)
(1137.000000, 576.000000)
(1224.000000, 434.000000)
(1405.000000, 365.000000)
(545.000000, 485.000000)
(547.000000, 484.000000)
(1018.000000, 435.000000)
(545.000000, 485.000000)
(1008.000000, 546.000000)
(1037.000000, 592.000000)
(1007.000000, 556.000000)
(1018.000000, 568.000000)
(1286.000000, 418.000000)
(1281.000000, 440.000000)
(961.000000, 574.000000)
(918.000000, 537.000000)
(915.000000, 547.000000)
(643.000000, 488.000000)
(1212.000000, 374.000000)
(545.000000, 485.000000)
(989.000000, 428.000000)
(545.000000, 486.000000)
(1366.000000, 266.000000)
(1060.000000, 448.000000)
(1069.000000, 447.000000)
(1174.000000, 302.000000)
(1015.000000, 354.000000)
(884.000000, 328.000000)
(1046.000000, 418.000000)
(1209.000000, 385.000000)
(1216.000000, 394.000000)
(911.000000, 380.000000)
(1167.000000, 708.000000)
(1227.000000, 440.000000)
(1344.000000, 394.000000)
(1226.000000, 458.000000)
(1107.000000, 501.000000)
(903.000000, 355.000000)
(899.000000, 566.000000)
(926.000000, 259.000000)
(966.000000, 316.000000)
(547.000000, 486.000000)
(1465.000000, 417.000000)
(880.000000, 434.000000)
(1100.000000, 493.000000)
(1107.000000, 487.000000)
(546.000000, 486.000000)
(883.000000, 574.000000)
(1332.000000, 491.000000)
(902.000000, 465.000000)
(1336.000000, 546.000000)
(1330.000000, 514.000000)
(1142.000000, 530.000000)
(546.000000, 485.000000)
(938.000000, 492.000000)
(938.000000, 487.000000)
(1491.000000, 449.000000)
(953.000000, 486.000000)
(1189.000000, 284.000000)
(930.000000, 632.000000)
(934.000000, 639.000000)
(956.000000, 493.000000)
(963.000000, 493.000000)
(1006.000000, 390.000000)
(920.000000, 655.000000)
(1094.000000, 190.000000)
(1427.000000, 462.000000)
(1477.000000, 446.000000)
(1246.000000, 468.000000)
(1398.000000, 397.000000)
(839.000000, 384.000000)
(916.000000, 470.000000)
(1028.000000, 467.000000)
(1024.000000, 481.000000)
(900.000000, 478.000000)
(903.000000, 467.000000)
(1015.000000, 469.000000)
(1372.000000, 349.000000)
(1383.000000, 351.000000)
(1226.000000, 412.000000)
(1552.000000, 383.000000)
(964.000000, 476.000000)
(964.000000, 506.000000)
(1222.000000, 524.000000)
(1263.000000, 546.000000)
(1259.000000, 440.000000)
(1007.000000, 271.000000)
(1268.000000, 304.000000)
(1615.000000, 545.000000)
(1254.000000, 340.000000)
(1032.000000, 328.000000)
(944.000000, 698.000000)
(975.000000, 370.000000)
(958.000000, 400.000000)
(999.000000, 350.000000)
(712.000000, 639.000000)
(696.000000, 635.000000)
(660.000000, 636.000000)
(1011.000000, 457.000000)
(669.000000, 666.000000)
(1028.000000, 434.000000)
(1341.000000, 388.000000)
(960.000000, 397.000000)
(910.000000, 351.000000)
(1061.000000, 524.000000)
(1013.000000, 402.000000)
(574.000000, 647.000000)
(827.000000, 312.000000)
(947.000000, 416.000000)
(970.000000, 521.000000)
(980.000000, 495.000000)
(501.000000, 736.000000)
(1401.000000, 505.000000)
(972.000000, 419.000000)
(976.000000, 415.000000)
(983.000000, 414.000000)
(1233.000000, 302.000000)
(1246.000000, 301.000000)
(563.000000, 640.000000)
(979.000000, 410.000000)
(977.000000, 415.000000)
(1143.000000, 335.000000)
(836.000000, 310.000000)
(751.000000, 146.000000)
(565.000000, 635.000000)
(997.000000, 420.000000)
(850.000000, 347.000000)
(984.000000, 432.000000)
(990.000000, 432.000000)
(980.000000, 441.000000)
(965.000000, 431.000000)
(811.000000, 346.000000)
(958.000000, 439.000000)
(958.000000, 447.000000)
(824.000000, 452.000000)
(821.000000, 365.000000)
(569.000000, 636.000000)
(832.000000, 430.000000)
(598.000000, 626.000000)
(1156.000000, 360.000000)
(369.000000, 709.000000)
(1109.000000, 441.000000)
(1013.000000, 475.000000)
(1253.000000, 355.000000)
(1099.000000, 459.000000)
(559.000000, 628.000000)
(1601.000000, 651.000000)
(534.000000, 567.000000)
(1600.000000, 649.000000)
(1614.000000, 545.000000)
(1627.000000, 653.000000)
(598.000000, 301.000000)
(1611.000000, 638.000000)
(558.000000, 249.000000)
(1743.000000, 552.000000)
(1631.000000, 654.000000)
(1130.000000, 356.000000)
(786.000000, 186.000000)
(1628.000000, 635.000000)
(1600.000000, 641.000000)
(979.000000, 580.000000)
(656.000000, 185.000000)
(1744.000000, 608.000000)
(1608.000000, 618.000000)
(1146.000000, 454.000000)
(1745.000000, 645.000000)
(26.000000, 303.000000)
(1622.000000, 663.000000)
(1745.000000, 595.000000)
(1625.000000, 561.000000)
(1606.000000, 625.000000)
(1601.000000, 624.000000)
(1604.000000, 634.000000)
(1601.000000, 648.000000)
(1749.000000, 446.000000)
(1749.000000, 668.000000)
(1601.000000, 644.000000)
(559.000000, 279.000000)
(1639.000000, 700.000000)
(1749.000000, 506.000000)
(1612.000000, 578.000000)
(-745.000000, 87.000000)
(1713.000000, 966.000000)
(1613.000000, 606.000000)
(1596.000000, 680.000000)
(1765.000000, 465.000000)
(1750.000000, 181.000000)
(1749.000000, 638.000000)
(1744.000000, 646.000000)
(1749.000000, 412.000000)
(1601.000000, 645.000000)
(1395.000000, 491.000000)
(1750.000000, 489.000000)
(1751.000000, 611.000000)
(1741.000000, 576.000000)
(816.000000, 565.000000)
(1740.000000, 647.000000)
(1754.000000, 597.000000)
(835.000000, 664.000000)
(1614.000000, 551.000000)
(1606.000000, 630.000000)
(828.000000, 677.000000)
(1614.000000, 552.000000)
(1743.000000, 506.000000)
(504.000000, 298.000000)
(1601.000000, 643.000000)
(1741.000000, 610.000000)
(1331.000000, 301.000000)
(500.000000, 285.000000)
(1742.000000, 603.000000)
(1611.000000, 630.000000)
(1749.000000, 491.000000)
(499.000000, 285.000000)
(660.000000, 586.000000)
(1362.000000, 471.000000)
(1750.000000, 473.000000)
(1750.000000, 645.000000)
(1604.000000, 643.000000)
(1755.000000, 499.000000)
(1401.000000, 506.000000)
(1741.000000, 622.000000)
(824.000000, 678.000000)
(1607.000000, 652.000000)
(1745.000000, 693.000000)
(497.000000, 296.000000)
(842.000000, 607.000000)
(1342.000000, 491.000000)
(1746.000000, 702.000000)
(848.000000, 604.000000)
(821.000000, 666.000000)
(1604.000000, 621.000000)
(1109.000000, 303.000000)
(1751.000000, 677.000000)
(1605.000000, 665.000000)
(825.000000, 602.000000)
(1594.000000, 658.000000)
(1918.000000, 314.000000)
(1132.000000, 306.000000)
(1513.000000, 509.000000)
(1613.000000, 561.000000)
(1613.000000, 547.000000)
(1665.000000, 358.000000)
(1218.000000, 281.000000)
(1042.000000, 276.000000)
(1124.000000, 300.000000)
(1613.000000, 558.000000)
(825.000000, 606.000000)
(1744.000000, 563.000000)
(833.000000, 597.000000)
(1606.000000, 629.000000)
(387.000000, 279.000000)
(1744.000000, 703.000000)
(823.000000, 586.000000)
(1605.000000, 630.000000)
(1605.000000, 666.000000)
(1627.000000, 632.000000)
(1744.000000, 563.000000)
(1371.000000, 471.000000)
(1757.000000, 690.000000)
(1608.000000, 620.000000)
(1603.000000, 639.000000)
(1601.000000, 658.000000)
(1744.000000, 560.000000)
(554.000000, 433.000000)
(1602.000000, 641.000000)
(1608.000000, 634.000000)
(1744.000000, 526.000000)
(1655.000000, 648.000000)
(1746.000000, 418.000000)
(1736.000000, 661.000000)
(1617.000000, 667.000000)
(1263.000000, 602.000000)
(1561.000000, 638.000000)
(656.000000, 184.000000)
(1742.000000, 483.000000)
(1598.000000, 660.000000)
(619.000000, 163.000000)
(1751.000000, 424.000000)
(669.000000, 183.000000)
(1726.000000, 596.000000)
(551.000000, 221.000000)
(1744.000000, 646.000000)
(688.000000, 183.000000)
(1600.000000, 641.000000)
(1717.000000, 558.000000)
(1623.000000, 667.000000)
(553.000000, 251.000000)
(1144.000000, 306.000000)
(554.000000, 393.000000)
(1607.000000, 561.000000)
(694.000000, 181.000000)
(1130.000000, 305.000000)
(1613.000000, 549.000000)
(1636.000000, 656.000000)
(552.000000, 222.000000)
(1513.000000, 500.000000)
(1606.000000, 620.000000)
(1395.000000, 314.000000)
(1130.000000, 307.000000)
(909.000000, 422.000000)
(642.000000, 186.000000)
(1130.000000, 306.000000)
(548.000000, 378.000000)
(1634.000000, 632.000000)
(1607.000000, 627.000000)
(1025.000000, 322.000000)
(1620.000000, 560.000000)
(1618.000000, 560.000000)
(1130.000000, 306.000000)
(1128.000000, 310.000000)
(550.000000, 241.000000)
(552.000000, 244.000000)
(1742.000000, 563.000000)
(1614.000000, 553.000000)
(1600.000000, 652.000000)
(1543.000000, 427.000000)
(1439.000000, 508.000000)
(1430.000000, 515.000000)
(1417.000000, 539.000000)
(1745.000000, 652.000000)
(1755.000000, 513.000000)
(1610.000000, 544.000000)
(1617.000000, 561.000000)
(1596.000000, 666.000000)
(1130.000000, 306.000000)
(1748.000000, 446.000000)
(1432.000000, 514.000000)
(1743.000000, 561.000000)
(552.000000, 249.000000)
(1597.000000, 659.000000)
(696.000000, 185.000000)
(1601.000000, 644.000000)
(1627.000000, 629.000000)
(656.000000, 184.000000)
(1580.000000, 618.000000)
(551.000000, 223.000000)
(1743.000000, 477.000000)
(1561.000000, 413.000000)
(1597.000000, 663.000000)
